distance_km,mean_tvd,mean_fidelity,prob_X_plus,prob_X_minus,prob_Y_plus,prob_Y_minus,prob_Z_0,prob_Z_1
10.0,0.03545000000000002,0.9859960280563331,0.6216899999999999,0.37831000000000015,0.6214900000000001,0.37851000000000007,0.49547000000000024,0.5045299999999997
25.0,0.03839000000000002,0.9657177068471998,0.6103599999999999,0.38964,0.61242,0.38758,0.49948999999999993,0.5005100000000001
50.0,0.03639860000000003,0.9336823128856068,0.5996999999999998,0.4003000000000001,0.6001899999999998,0.3998100000000002,0.5004700000000001,0.49953
100.0,0.03795520000000001,0.875727375224988,0.5782999999999999,0.4217,0.5772100000000001,0.42279000000000005,0.49979,0.50021
150.0,0.03690799999999997,0.8250878564645973,0.5633600000000001,0.43664000000000025,0.5611599999999999,0.43884000000000006,0.4996000000000001,0.5004
200.0,0.037160800000000015,0.7808638812059897,0.5447099999999999,0.45529000000000025,0.5426200000000001,0.4573799999999999,0.5014499999999998,0.49855000000000016
